Idade,Sexo,Peso,Altura,Tipo sanguineo,Gosto Musical,Pratica Esporte,Jogo preferido,Forca,Velocidade,Inteligencia
58,M,65.5,1.71,B-,Sertanejo,Futebol,Rocket League,50.5,47.0,73.0
65,M,83.7,1.77,B+,Eletronica,Volei,Rocket League,48.0,35.0,80.5
48,F,70.8,1.7,O-,Demais generos estranhos,Volei,League of Legends,62.5,60.0,88.5
14,M,42.5,1.56,A+,Metal,Volei,Fortnite,63.0,58.0,73.5
34,M,74.5,1.88,B+,Pop,Volei,Minecraft,73.5,57.5,92.0
33,F,70.0,1.85,AB+,Metal,Atletismo,Valorant,59.0,84.0,70.0
32,M,84.0,1.85,O-,Hip-Hop/Rap,eSports,League of Legends,39.5,40.5,92.0
65,F,60.3,1.83,AB-,Metal,eSports,Fortnite,28.0,24.5,88.5
16,F,66.1,1.6,AB-,Rock,Futebol,League of Legends,72.0,76.5,69.0
73,M,68.5,1.75,O-,Rock,Nada,Fortnite,42.0,37.5,61.0
80,F,71.7,1.81,A+,Pop,Nada,Rocket League,42.0,25.0,75.5
49,F,65.3,1.83,B+,Rock,Atletismo,Dota,69.5,77.5,73.5
58,F,58.6,1.74,AB+,Eletronica,Basquete,Outro - pouco relevante,60.5,48.0,79.5
33,M,71.2,1.87,O+,Sertanejo,Volei,Counter-Strike,65.0,63.0,87.0
42,M,82.1,1.83,A-,Metal,Basquete,Minecraft,75.0,70.5,91.0
79,M,81.8,1.9,B-,Pagode,Nada,Dota,40.0,42.5,72.5
48,F,64.0,1.82,O-,Funk,eSports,Minecraft,35.0,38.0,87.5
21,F,67.5,1.82,A-,Pop,Luta,World of Warcraft,97.0,65.5,79.0
23,F,59.0,1.83,AB+,Pop,eSports,Fortnite,58.5,55.0,92.5
40,M,76.7,1.92,B+,Hip-Hop/Rap,eSports,World of Warcraft,48.5,35.5,97.0
14,F,46.1,1.56,A-,Rock,Nada,World of Warcraft,34.5,33.5,48.5
52,M,83.8,1.82,B+,Hip-Hop/Rap,Luta,Fortnite,63.5,43.5,71.0
57,F,56.4,1.75,AB-,Pagode,Basquete,Fortnite,55.5,53.0,80.5
48,F,56.3,1.85,O-,Rock,Basquete,League of Legends,80.0,66.5,87.0
72,M,67.6,1.75,AB+,Eletronica,Nada,FIFA,51.5,46.0,77.0
57,F,69.0,1.73,AB-,Funk,Nada,League of Legends,20.5,16.0,59.0
77,F,71.1,1.7,A+,Eletronica,Nada,FIFA,46.5,54.5,56.5
63,F,63.8,1.82,AB-,Sertanejo,Futebol,Outro - pouco relevante,47.5,48.5,72.5
48,M,74.4,1.78,B+,Rock,Basquete,League of Legends,78.5,67.0,93.0
42,F,56.5,1.85,AB-,Metal,Futebol,Valorant,59.0,76.0,74.5
56,F,67.0,1.85,AB+,Demais generos estranhos,Volei,The Witcher,47.5,38.0,87.5
47,F,71.1,1.79,AB+,Eletronica,Atletismo,Outro - pouco relevante,71.0,76.0,71.5
21,M,66.8,1.75,AB-,Hip-Hop/Rap,eSports,Minecraft,62.5,62.0,92.5
50,F,60.1,1.76,A-,Pop,eSports,Dota,40.0,48.0,93.0
77,F,57.7,1.81,AB+,Eletronica,Nada,World of Warcraft,41.5,43.0,70.0
50,F,71.7,1.83,A+,Pop,Nada,FIFA,40.0,42.5,61.0
25,F,68.8,1.72,A-,Pop,Volei,Minecraft,78.5,76.0,88.5
78,M,76.2,1.78,AB-,Demais generos estranhos,Nada,World of Warcraft,14.5,12.5,54.5
58,M,69.6,1.94,AB+,Demais generos estranhos,Nada,Counter-Strike,28.5,19.5,58.0
65,F,61.1,1.72,AB+,Sertanejo,Nada,League of Legends,23.0,25.5,58.0
56,F,56.8,1.72,AB+,Sertanejo,Basquete,Counter-Strike,61.5,48.5,84.5
24,M,76.9,1.89,B-,Rock,Luta,FIFA,98.5,77.5,72.5
57,M,78.9,1.81,A+,Eletronica,Basquete,Assassin's Creed,64.5,53.5,81.0
27,F,71.9,1.71,B+,Metal,Basquete,Minecraft,83.0,88.5,85.0
58,F,58.1,1.84,AB-,Metal,Volei,League of Legends,47.0,46.0,87.0
60,F,58.1,1.75,O-,Eletronica,Nada,League of Legends,21.0,17.5,60.0
23,F,59.3,1.73,O+,Sertanejo,Atletismo,Counter-Strike,81.0,94.5,75.0
78,F,57.2,1.76,AB+,Eletronica,Nada,Valorant,53.5,44.0,79.0
74,F,58.2,1.73,AB+,Demais generos estranhos,Nada,Rocket League,51.5,40.5,80.0
66,F,60.6,1.84,O+,Pop,Nada,Counter-Strike,55.0,60.5,72.5
57,F,62.4,1.82,O+,Metal,Luta,Outro - pouco relevante,62.5,31.5,68.0
62,F,59.8,1.75,O-,Eletronica,Volei,Fortnite,53.5,47.0,88.5
45,F,63.2,1.81,B-,Metal,eSports,Valorant,45.0,49.5,96.5
29,F,71.7,1.75,AB+,Rock,Luta,Fortnite,94.0,79.5,69.0
19,F,57.4,1.76,B+,Metal,Futebol,Outro - pouco relevante,82.0,79.0,75.5
68,F,61.1,1.84,AB-,Metal,Nada,Rocket League,58.0,60.0,68.5
24,F,54.4,1.83,A+,Demais generos estranhos,Nada,Outro - pouco relevante,63.5,60.5,64.0
75,F,70.9,1.81,B+,Funk,Nada,World of Warcraft,20.0,13.5,80.5
64,F,69.9,1.73,B+,Demais generos estranhos,Futebol,Minecraft,48.5,45.0,72.5
36,M,79.3,1.89,B-,Pagode,Nada,FIFA,50.0,49.0,60.5
26,F,67.6,1.8,B+,Rock,Atletismo,World of Warcraft,82.5,92.5,70.0
69,F,69.7,1.85,O+,Pagode,Nada,Rocket League,47.0,43.5,87.5
15,M,62.1,1.65,B+,Pop,Nada,Counter-Strike,45.5,51.5,56.0
37,F,65.3,1.74,B+,Funk,Volei,Fortnite,63.5,69.5,84.5
21,M,79.9,1.86,O+,Pagode,Atletismo,Fortnite,96.0,97.5,71.5
76,M,73.2,1.75,AB+,Hip-Hop/Rap,Nada,Counter-Strike,18.5,18.0,81.5
65,F,70.0,1.83,B+,Pagode,Futebol,FIFA,44.0,53.0,72.5
25,F,56.1,1.8,B+,Rock,Nada,Fortnite,52.5,65.0,65.0
46,M,81.2,1.83,AB-,Demais generos estranhos,Atletismo,Outro - pouco relevante,65.0,80.5,67.5
63,M,69.5,1.74,AB+,Pagode,Volei,Minecraft,52.5,34.0,84.0
52,F,65.7,1.73,AB-,Hip-Hop/Rap,Nada,Fortnite,22.5,18.5,53.5
71,F,71.6,1.83,O-,Demais generos estranhos,Nada,Assassin's Creed,16.0,12.5,83.0
32,M,71.7,1.89,O+,Metal,Atletismo,Dota,76.0,84.5,74.5
65,F,62.4,1.79,O-,Metal,Volei,League of Legends,47.0,39.5,91.0
32,F,67.9,1.7,AB-,Metal,Volei,Valorant,60.5,56.0,95.5
75,F,62.7,1.76,A-,Rock,Nada,FIFA,45.0,37.0,63.5
47,F,71.3,1.83,A-,Eletronica,eSports,Assassin's Creed,42.0,42.0,100
47,F,60.3,1.76,A-,Metal,Futebol,FIFA,58.5,73.0,73.5
51,M,82.4,1.93,B-,Funk,Basquete,FIFA,64.0,53.0,81.0
53,F,60.6,1.71,A+,Hip-Hop/Rap,Luta,Fortnite,62.0,34.5,67.5
72,F,62.9,1.84,B-,Demais generos estranhos,Nada,League of Legends,19.0,21.5,83.0
12,F,54.9,1.55,O-,Hip-Hop/Rap,Nada,Fortnite,43.5,37.0,44.5
52,M,65.2,1.87,B-,Rock,Futebol,FIFA,47.5,50.0,72.5
36,M,69.8,1.87,A+,Pagode,Luta,Rocket League,77.0,56.5,83.0
32,M,65.8,1.94,AB-,Funk,Volei,FIFA,67.5,62.5,92.0
15,F,54.0,1.7,O-,Demais generos estranhos,Futebol,Fortnite,68.0,81.5,71.5
45,F,68.0,1.84,A+,Demais generos estranhos,Futebol,Rocket League,65.0,74.0,78.0
39,F,64.4,1.75,O-,Eletronica,Futebol,Assassin's Creed,63.5,74.0,78.5
56,F,65.3,1.74,B+,Rock,Basquete,Rocket League,61.5,45.0,83.5
69,M,76.2,1.95,AB+,Sertanejo,Nada,Fortnite,49.5,50.0,68.0
80,M,78.9,1.89,AB+,Eletronica,Nada,FIFA,42.5,40.5,64.5
52,M,76.0,1.95,B-,Sertanejo,eSports,Assassin's Creed,23.5,27.5,89.0
49,F,72.4,1.74,B+,Pop,Atletismo,Dota,70.0,76.0,80.0
40,M,68.1,1.75,O+,Metal,Volei,Minecraft,71.0,58.5,95.0
78,F,67.4,1.76,B+,Rock,Nada,League of Legends,39.5,35.5,84.0
67,F,67.4,1.78,B-,Hip-Hop/Rap,Nada,World of Warcraft,23.0,24.0,96.0
73,M,74.5,1.72,AB+,Hip-Hop/Rap,Nada,Assassin's Creed,38.5,42.5,60.0
63,M,79.9,1.75,B-,Eletronica,Basquete,Minecraft,57.5,53.5,77.0
51,M,65.5,1.83,AB+,Hip-Hop/Rap,Luta,Counter-Strike,64.5,39.5,72.0
38,M,65.3,1.9,B-,Funk,eSports,Valorant,45.5,45.0,96.5
77,F,57.4,1.79,A-,Rock,Nada,League of Legends,44.0,34.5,83.5
13,F,42.7,1.59,A+,Demais generos estranhos,Nada,Dota,35.5,43.5,47.0
68,M,81.4,1.87,A+,Metal,Nada,FIFA,26.0,22.0,56.0
31,M,65.6,1.72,AB+,Sertanejo,Atletismo,Rocket League,68.0,85.5,68.5
35,M,69.3,1.91,B-,Sertanejo,eSports,Dota,45.0,39.0,97.0
72,F,60.3,1.79,A+,Eletronica,Nada,Assassin's Creed,16.5,15.0,53.0
50,M,67.1,1.91,O+,Demais generos estranhos,eSports,Minecraft,53.5,40.5,94.5
65,M,65.8,1.84,A+,Demais generos estranhos,eSports,Dota,33.0,20.0,84.0
23,M,69.6,1.88,O+,Metal,eSports,Rocket League,55.0,56.5,92.0
65,M,83.1,1.77,AB-,Metal,Luta,Counter-Strike,65.0,38.5,70.5
22,M,77.0,1.85,O+,Rock,Futebol,FIFA,82.5,96.0,71.0
40,M,67.6,1.72,O+,Metal,Nada,FIFA,50.0,38.0,60.5
24,F,69.6,1.83,O-,Pop,Futebol,Assassin's Creed,71.5,77.5,80.5
27,F,62.8,1.76,A-,Eletronica,Volei,The Witcher,88.5,74.0,90.0
52,M,66.5,1.88,O-,Metal,Volei,World of Warcraft,48.5,36.5,84.5
78,M,66.3,1.86,B+,Metal,Nada,Fortnite,45.0,39.5,57.5
29,F,72.4,1.75,AB-,Pagode,Atletismo,Rocket League,91.0,92.5,71.5
17,M,72.3,1.68,A+,Hip-Hop/Rap,Luta,Assassin's Creed,86.5,70.5,61.5
23,F,66.3,1.76,B+,Funk,Volei,World of Warcraft,83.0,76.5,95.5
70,M,81.6,1.82,O+,Demais generos estranhos,Nada,The Witcher,54.0,48.0,72.5
78,M,67.6,1.8,A-,Hip-Hop/Rap,Nada,The Witcher,22.0,16.0,81.5
78,M,78.1,1.71,O+,Rock,Nada,Dota,50.5,40.5,80.5
33,F,56.8,1.71,A-,Funk,Basquete,Dota,74.5,73.5,91.0
60,M,81.0,1.91,A-,Pagode,eSports,Outro - pouco relevante,24.5,19.0,91.0
79,F,67.0,1.73,AB+,Eletronica,Nada,Valorant,13.0,15.5,88.5
13,M,42.4,1.64,AB+,Eletronica,Basquete,Fortnite,80.5,60.0,67.0
49,F,63.8,1.76,AB+,Eletronica,Atletismo,League of Legends,67.5,89.0,73.5
33,F,71.8,1.74,AB-,Rock,Volei,Dota,67.5,48.5,96.5
16,F,55.0,1.7,AB-,Demais generos estranhos,Volei,Minecraft,77.0,65.5,80.5
59,M,82.1,1.84,B+,Rock,Volei,Minecraft,49.0,38.0,88.0
67,F,67.5,1.71,O-,Hip-Hop/Rap,Nada,Dota,28.0,25.0,59.0
62,F,66.0,1.72,O+,Metal,Volei,Rocket League,50.5,42.5,86.0
40,M,73.4,1.9,B+,Rock,Nada,Fortnite,42.0,49.0,62.5
28,M,78.6,1.83,A-,Metal,eSports,FIFA,65.5,60.5,89.0
16,M,57.4,1.77,A+,Pagode,Volei,Minecraft,74.0,63.5,79.5
43,M,80.6,1.79,A-,Hip-Hop/Rap,Nada,Valorant,39.0,42.5,68.5
79,M,65.2,1.93,O+,Funk,Nada,Rocket League,51.0,25.5,60.0
32,M,67.8,1.85,O+,Rock,Luta,Assassin's Creed,80.5,52.5,78.5
46,M,71.8,1.9,B-,Hip-Hop/Rap,Atletismo,The Witcher,73.5,88.5,71.0
71,F,60.9,1.82,B+,Sertanejo,Nada,Fortnite,48.5,44.5,76.0
47,M,70.0,1.77,AB+,Eletronica,Volei,Assassin's Creed,71.0,55.0,92.5
26,M,67.6,1.78,AB-,Pop,eSports,Minecraft,62.0,59.0,96.5
49,M,78.6,1.86,O+,Eletronica,Nada,Minecraft,52.5,43.5,60.0
63,M,76.7,1.76,O+,Pagode,Basquete,Fortnite,60.5,56.5,73.0
62,M,65.0,1.91,O+,Funk,Nada,FIFA,23.5,23.0,55.5
43,F,56.7,1.79,AB+,Eletronica,Futebol,Minecraft,65.5,68.0,76.0
42,M,72.1,1.82,AB+,Sertanejo,Basquete,Assassin's Creed,76.5,70.5,90.0
53,M,81.6,1.74,A-,Demais generos estranhos,Futebol,Outro - pouco relevante,57.0,55.0,66.0
65,F,67.8,1.83,B+,Hip-Hop/Rap,eSports,Valorant,32.0,26.5,89.0
77,F,72.8,1.71,AB+,Funk,Nada,FIFA,52.0,40.0,76.5
26,M,65.8,1.72,AB-,Pop,Nada,The Witcher,61.0,59.0,54.5
41,M,68.1,1.93,AB+,Pop,eSports,FIFA,49.5,42.5,100
33,M,66.3,1.93,B+,Metal,Basquete,Fortnite,79.5,77.0,87.0
38,M,80.6,1.84,O-,Funk,Futebol,Counter-Strike,70.0,64.0,76.5
59,F,69.6,1.73,AB-,Pop,Atletismo,Fortnite,55.5,63.0,69.0
68,F,63.8,1.7,AB-,Metal,Nada,Minecraft,52.5,49.0,69.0
26,F,56.7,1.81,A+,Funk,Nada,Fortnite,52.0,61.5,67.0
77,F,70.7,1.79,B+,Eletronica,Nada,Counter-Strike,54.0,45.5,82.5
56,F,67.0,1.84,O+,Funk,Atletismo,League of Legends,47.5,61.0,69.0
50,F,59.5,1.8,O+,Sertanejo,Volei,Fortnite,62.5,60.0,89.5
76,M,84.0,1.89,B+,Rock,Nada,Assassin's Creed,55.0,43.5,76.0
40,M,73.6,1.82,O+,Sertanejo,Futebol,Fortnite,70.0,65.5,76.0
52,M,82.2,1.7,O-,Metal,Volei,Minecraft,58.0,37.0,84.5
24,M,72.3,1.94,B-,Metal,eSports,Counter-Strike,64.5,61.0,80.5
17,F,63.3,1.69,B-,Eletronica,Luta,The Witcher,85.5,66.0,63.5
71,F,60.9,1.8,B+,Funk,Nada,Valorant,18.0,22.5,84.5
14,F,41.9,1.55,A+,Pop,eSports,Fortnite,45.0,34.0,68.5
54,F,56.1,1.8,O-,Funk,Futebol,Outro - pouco relevante,51.0,47.0,68.5
54,F,66.1,1.85,A+,Demais generos estranhos,Futebol,Rocket League,44.0,52.0,74.0
48,F,58.3,1.72,O+,Demais generos estranhos,Nada,World of Warcraft,33.0,38.5,62.0
27,F,55.7,1.71,B-,Pagode,Basquete,League of Legends,91.5,85.0,96.0
35,M,81.9,1.92,O-,Demais generos estranhos,Luta,League of Legends,78.5,60.5,81.0
50,M,66.6,1.73,O-,Funk,Volei,World of Warcraft,71.5,59.5,93.5
69,M,65.3,1.86,A-,Funk,Nada,Minecraft,47.5,40.0,85.5
23,M,66.0,1.86,B+,Eletronica,Atletismo,League of Legends,95.0,99.5,74.0
28,M,73.4,1.85,AB+,Rock,Volei,Dota,87.5,68.5,87.0
28,M,76.7,1.83,B-,Eletronica,Volei,World of Warcraft,86.5,75.5,93.0
32,F,70.2,1.79,O-,Eletronica,Nada,Minecraft,34.0,39.0,65.0
29,M,72.5,1.89,AB+,Eletronica,Volei,FIFA,91.0,77.0,82.0
78,F,58.3,1.77,B-,Demais generos estranhos,Nada,FIFA,52.0,25.5,67.5
47,F,66.4,1.7,AB+,Hip-Hop/Rap,Nada,The Witcher,39.0,36.0,72.0
50,F,61.5,1.77,O+,Demais generos estranhos,Nada,Rocket League,38.5,44.5,65.5
32,F,68.8,1.75,A-,Eletronica,Atletismo,League of Legends,62.0,75.5,76.0
57,M,77.4,1.84,AB-,Funk,Luta,League of Legends,63.5,35.5,75.0
62,F,68.9,1.76,AB-,Demais generos estranhos,Luta,Minecraft,64.0,35.5,68.0
21,M,81.0,1.94,A+,Sertanejo,Volei,Outro - pouco relevante,89.0,74.0,87.5
68,M,72.7,1.94,O+,Demais generos estranhos,Nada,Assassin's Creed,29.0,26.5,90.5
58,M,70.6,1.88,O+,Funk,Futebol,Dota,53.0,52.5,71.0
65,M,73.4,1.73,A+,Eletronica,Basquete,Outro - pouco relevante,59.5,53.5,80.0
56,F,63.0,1.73,A+,Funk,Basquete,Fortnite,53.5,58.0,84.0
32,M,78.2,1.88,A-,Eletronica,Nada,World of Warcraft,54.5,42.0,67.5
60,F,72.1,1.75,A-,Rock,eSports,Dota,20.5,21.5,90.0
17,F,54.1,1.7,O-,Pop,Luta,Counter-Strike,78.5,60.5,66.5
73,M,66.2,1.74,A+,Pop,Nada,League of Legends,16.0,19.5,87.5
57,M,69.1,1.86,AB-,Funk,Basquete,Fortnite,62.5,49.5,78.0
16,M,57.5,1.8,B+,Rock,Volei,Outro - pouco relevante,71.5,65.5,75.5
40,M,67.8,1.93,A+,Metal,Nada,Rocket League,46.0,41.5,66.5
13,F,57.3,1.58,O+,Pagode,Luta,League of Legends,79.0,61.0,62.0
27,M,76.5,1.85,O+,Metal,Atletismo,FIFA,86.0,93.0,69.0
60,F,69.0,1.73,AB-,Funk,Basquete,Valorant,64.5,48.0,87.5
65,F,56.8,1.72,A-,Demais generos estranhos,Nada,League of Legends,28.5,23.5,59.5
72,M,68.9,1.94,O+,Pop,Nada,World of Warcraft,47.0,52.5,59.0
20,M,67.3,1.92,B+,Funk,Luta,The Witcher,99.5,73.5,77.0
80,F,70.1,1.81,B+,Rock,Nada,The Witcher,39.0,40.5,69.0
23,F,60.9,1.84,AB+,Eletronica,Basquete,Rocket League,93.5,83.5,86.0
79,F,69.9,1.71,AB+,Funk,Nada,Fortnite,43.0,57.0,63.5
15,F,61.9,1.66,O-,Metal,Basquete,League of Legends,82.5,70.5,80.5
75,M,73.2,1.93,A-,Sertanejo,Nada,Valorant,20.5,18.0,49.5
16,F,61.3,1.62,AB-,Sertanejo,Basquete,League of Legends,80.0,79.0,80.0
17,F,63.6,1.68,AB+,Hip-Hop/Rap,Volei,Outro - pouco relevante,66.5,57.5,83.5
43,F,63.2,1.75,B-,Metal,eSports,Valorant,44.5,44.5,88.0
34,F,54.4,1.78,O-,Eletronica,Basquete,Assassin's Creed,73.0,72.5,94.0
77,M,76.3,1.89,AB+,Pop,Nada,Assassin's Creed,36.5,44.0,64.5
26,F,70.6,1.7,B+,Hip-Hop/Rap,Luta,Dota,93.0,66.5,75.5
30,F,58.1,1.72,O+,Sertanejo,Volei,Rocket League,70.5,67.5,94.5
40,F,57.8,1.72,A-,Rock,Basquete,Dota,81.0,77.0,93.0
72,F,59.2,1.73,B-,Pagode,Nada,FIFA,58.0,25.0,63.0
73,F,59.1,1.76,AB+,Sertanejo,Nada,Rocket League,45.5,27.5,83.5
15,F,51.3,1.72,A+,Pagode,eSports,Dota,43.5,53.5,88.0
33,M,81.4,1.76,A-,Pagode,eSports,Dota,52.0,48.5,96.5
54,F,68.0,1.77,AB+,Pagode,Volei,World of Warcraft,45.0,37.5,90.5
39,F,61.2,1.76,B-,Pop,Nada,Outro - pouco relevante,33.0,44.0,63.0
80,M,76.1,1.78,B-,Eletronica,Nada,Dota,23.5,17.0,53.5
45,M,82.1,1.73,A-,Hip-Hop/Rap,eSports,Assassin's Creed,47.5,40.0,97.5
68,F,63.8,1.7,AB-,Rock,Nada,Assassin's Creed,22.0,22.5,59.5
51,M,71.1,1.9,B-,Pagode,Basquete,Assassin's Creed,62.0,47.0,80.5
29,F,68.9,1.72,AB-,Rock,Volei,Valorant,82.0,71.0,96.0
31,M,74.0,1.8,AB+,Rock,Volei,World of Warcraft,70.0,55.5,100
27,F,72.1,1.78,A-,Eletronica,Futebol,Minecraft,85.5,78.5,71.0
28,F,65.6,1.78,AB+,Funk,Luta,Minecraft,88.0,69.0,74.5
54,M,76.2,1.92,A+,Sertanejo,Volei,Rocket League,49.0,39.5,85.0
33,F,63.8,1.74,O+,Pop,eSports,Valorant,40.0,36.0,100
32,M,80.7,1.84,B-,Sertanejo,Nada,Valorant,40.5,42.5,71.0
45,M,84.0,1.94,B+,Hip-Hop/Rap,Volei,Counter-Strike,80.5,58.0,98.5
31,M,71.6,1.91,B-,Pop,Nada,Fortnite,37.5,47.5,59.0
36,F,56.1,1.81,AB+,Metal,Basquete,Fortnite,74.0,71.0,91.0
71,M,76.9,1.8,O-,Rock,Nada,Dota,52.0,45.0,77.5
42,M,72.8,1.82,AB-,Demais generos estranhos,Futebol,Minecraft,68.0,71.0,78.0
47,F,69.9,1.76,AB-,Sertanejo,Basquete,World of Warcraft,81.5,75.5,92.0
42,F,70.3,1.83,AB-,Hip-Hop/Rap,Atletismo,Fortnite,61.5,86.0,70.5
41,M,79.2,1.88,B-,Hip-Hop/Rap,Atletismo,Rocket League,72.0,84.0,74.0
24,F,55.0,1.79,A+,Demais generos estranhos,Nada,Dota,56.5,59.5,63.0
43,M,74.2,1.7,A-,Metal,eSports,League of Legends,46.5,51.0,97.0
49,F,67.9,1.73,B+,Eletronica,Volei,Minecraft,69.5,61.5,92.5
55,M,76.8,1.94,O-,Pagode,Volei,World of Warcraft,51.5,37.0,89.0
15,F,62.3,1.69,O+,Pagode,Nada,Valorant,49.0,47.0,52.0
53,M,69.1,1.82,A+,Hip-Hop/Rap,Futebol,Rocket League,52.5,47.0,71.5
38,M,79.6,1.8,AB-,Metal,Basquete,The Witcher,75.5,73.0,90.5
55,M,78.2,1.78,B-,Eletronica,Futebol,Dota,53.5,51.0,77.0
59,M,81.4,1.7,B+,Rock,eSports,Counter-Strike,32.5,28.5,85.0
58,F,62.2,1.78,O-,Pagode,Nada,FIFA,22.5,21.0,54.0
66,M,79.0,1.86,AB-,Eletronica,Nada,Assassin's Creed,34.0,23.5,81.0
57,M,78.6,1.75,AB-,Rock,Atletismo,League of Legends,53.5,64.5,70.0
56,M,69.6,1.9,B-,Rock,Nada,Rocket League,26.0,26.0,58.5
73,M,78.8,1.9,AB-,Rock,Nada,The Witcher,38.5,33.0,83.5
72,M,71.2,1.85,A+,Funk,Nada,Outro - pouco relevante,21.5,17.0,80.5
16,M,64.9,1.65,A+,Sertanejo,Atletismo,Fortnite,76.5,85.0,53.5
26,M,83.3,1.85,AB-,Metal,Nada,World of Warcraft,56.5,58.0,61.5
34,M,66.7,1.91,B-,Sertanejo,Luta,League of Legends,79.5,60.5,77.0
30,M,74.4,1.86,O-,Rock,Volei,Assassin's Creed,83.0,76.0,91.0
42,M,66.0,1.84,O-,Metal,Atletismo,FIFA,84.5,81.0,74.0
13,F,50.4,1.55,A-,Hip-Hop/Rap,eSports,League of Legends,41.5,36.0,82.0
15,M,69.7,1.68,A-,Metal,Futebol,Dota,72.5,83.0,64.5
41,F,62.8,1.82,B+,Rock,Basquete,FIFA,74.5,74.0,93.0
24,F,60.8,1.84,B+,Hip-Hop/Rap,Atletismo,Minecraft,89.0,95.5,70.5
72,F,71.5,1.79,AB+,Metal,Nada,World of Warcraft,18.5,13.5,56.0
41,M,67.7,1.75,O-,Funk,Basquete,FIFA,85.5,73.0,89.5
51,F,64.7,1.74,A+,Pop,Volei,League of Legends,48.0,36.0,85.0
31,M,70.2,1.81,A+,Sertanejo,Basquete,League of Legends,72.5,77.5,88.5
17,M,67.5,1.8,B+,Pop,Futebol,The Witcher,72.0,78.5,69.5
15,F,62.6,1.66,A-,Demais generos estranhos,Luta,Dota,78.0,65.5,71.5
17,M,71.1,1.69,B+,Sertanejo,Nada,Rocket League,49.0,52.5,52.0
41,F,62.8,1.78,AB-,Metal,Nada,Counter-Strike,44.0,37.5,65.5
45,F,60.2,1.76,B+,Demais generos estranhos,Atletismo,Rocket League,67.5,84.0,71.5
64,M,71.2,1.72,A+,Demais generos estranhos,Volei,League of Legends,53.5,44.5,86.0
72,M,79.0,1.79,O+,Funk,Nada,Dota,54.0,33.5,70.5
31,F,65.2,1.85,AB-,Sertanejo,Futebol,Rocket League,64.5,74.0,78.0
68,M,72.4,1.95,AB-,Rock,Nada,Outro - pouco relevante,44.5,51.0,62.5
12,F,42.8,1.5,A-,Pagode,Volei,World of Warcraft,66.5,60.0,73.5
12,F,41.2,1.54,AB+,Pagode,Futebol,FIFA,68.5,67.0,58.5
26,F,55.5,1.83,A+,Pagode,Volei,Minecraft,83.0,68.5,85.0
45,F,56.5,1.71,AB-,Metal,Luta,Assassin's Creed,71.5,58.5,80.0
77,M,70.8,1.76,A-,Sertanejo,Nada,Counter-Strike,58.5,29.5,61.5
76,F,63.6,1.7,AB-,Pagode,Nada,World of Warcraft,41.5,50.0,63.0
63,M,69.6,1.72,AB-,Hip-Hop/Rap,Nada,Outro - pouco relevante,27.0,23.5,51.5
42,M,79.8,1.86,A+,Rock,Nada,Dota,40.0,46.5,75.0
49,F,66.8,1.73,A+,Metal,eSports,World of Warcraft,40.0,36.5,95.5
65,F,55.9,1.71,O-,Pagode,Atletismo,Assassin's Creed,57.5,60.5,70.0
44,F,56.0,1.74,A+,Metal,Basquete,Outro - pouco relevante,73.0,69.5,84.5
20,M,70.3,1.86,B-,Pop,Luta,The Witcher,100,68.5,68.0
80,F,54.9,1.73,O-,Rock,Nada,FIFA,24.5,14.0,79.5
37,F,64.6,1.71,AB+,Hip-Hop/Rap,Futebol,Assassin's Creed,61.5,60.5,72.5
34,F,54.6,1.74,O-,Metal,eSports,Fortnite,40.5,46.0,93.0
49,M,79.2,1.83,AB+,Eletronica,eSports,Counter-Strike,55.0,48.5,99.5
79,M,72.2,1.71,AB+,Hip-Hop/Rap,Nada,Minecraft,38.0,39.5,64.0
75,F,68.3,1.77,B-,Eletronica,Nada,Assassin's Creed,16.0,14.5,55.0
33,F,55.9,1.72,AB+,Funk,Futebol,World of Warcraft,57.0,67.5,75.0
46,F,69.8,1.72,AB-,Pagode,Atletismo,Assassin's Creed,73.5,85.0,78.0
53,F,62.9,1.85,O+,Funk,Basquete,World of Warcraft,61.5,53.0,84.5
52,F,68.8,1.73,O-,Eletronica,Basquete,Rocket League,57.0,54.5,84.5
28,M,71.4,1.7,A-,Eletronica,eSports,Fortnite,60.5,64.0,86.0
20,F,68.2,1.82,AB-,Pagode,Atletismo,Valorant,94.5,100,67.0
13,M,39.9,1.64,A-,Sertanejo,Luta,Outro - pouco relevante,77.0,56.0,54.5
25,F,62.8,1.81,B-,Funk,Volei,Counter-Strike,82.0,73.0,98.5
53,F,67.8,1.72,B-,Eletronica,Basquete,Outro - pouco relevante,57.0,54.0,87.0
43,M,80.3,1.83,O-,Pagode,Futebol,Minecraft,69.5,78.5,84.5
68,F,64.5,1.84,AB+,Eletronica,Nada,FIFA,63.5,37.5,74.0
29,F,59.0,1.84,AB+,Pagode,Nada,The Witcher,55.0,55.0,59.0
46,F,59.2,1.82,O+,Eletronica,Luta,League of Legends,73.0,54.5,84.0
75,M,83.4,1.73,A+,Pagode,Nada,Minecraft,43.5,32.0,76.0
30,M,71.8,1.72,A+,Demais generos estranhos,eSports,Dota,58.0,57.0,86.0
26,F,65.8,1.71,O-,Metal,Nada,Rocket League,51.0,56.0,63.5
15,M,63.6,1.72,O-,Rock,Volei,Counter-Strike,72.5,66.5,77.5
32,F,71.8,1.7,B+,Eletronica,Luta,Counter-Strike,72.0,59.0,84.5
